symbol,strategy,one_way_cost_bps,n,total_return,annualized_return,sharpe,sortino,max_drawdown,calmar,mean_period_return,period_volatility,win_rate_periods,profit_factor_periods,expectancy_period,var_95_loss,cvar_95_loss,gross_positive_returns,gross_negative_returns,turnover_sum,trade_events,avg_abs_position,exposure_fraction,fee_bps,slippage_bps,total_explicit_cost,total_funding_drag,funding_available,gross_strategy_return_sum,net_strategy_return_sum
BTC/USDT,B0,18.0,13151,11.09466340763897,0.5145421951090317,0.9878900907098372,1.2400128212756865,-0.770455394948166,0.6678416407787612,0.00027452602926378636,0.013004598748565518,0.514865789673789,1.0694800877528605,0.00027452602926378636,0.019046937028572686,0.03138938703442018,55.57182392188686,51.96153211103881,1.0,1,1.0,1.0,18.0,0.0,0.0018,0.0,False,3.612091810848054,3.610291810848054
BTC/USDT,S1,18.0,13151,0.16256342873004348,0.02540081119305393,0.7187474791192215,0.4435103761132491,-0.058675370879595734,0.4329041438046883,1.174602455959072e-05,0.0007647801856997823,0.09489772640863813,1.1127937277344606,1.174602455959072e-05,0.0006482014932554115,0.001806227025372657,1.5239804699065274,1.3695085009233496,33.32452785925292,2474,0.024596521761927406,0.18264770739867692,18.0,0.0,0.059984150146655243,0.0,False,0.21445611912983287,0.15447196898317755
BTC/USDT,S2,18.0,13151,-0.025392258434063897,-0.004273955862124756,-0.2739694270383609,-0.05972900129002199,-0.05404306673676296,-0.07908425854037231,-1.9029070321042017e-06,0.0003250405371236434,0.01650064633868147,0.9014991911268377,-1.9029070321042017e-06,0.0,1.9642813594645315e-05,0.22903502065394013,0.25406015103314245,8.9090518705564,444,0.004282746827128401,0.03170861531442476,18.0,0.0,0.016036293367001523,0.0,False,-0.008988837012200823,-0.025025130379202357
BTC/USDT,S3,18.0,13151,0.1358507323637712,0.021439146858323488,0.7812299480854912,0.4121534344215871,-0.05395683951504593,0.39733881841513635,9.860382325982031e-06,0.0005906591398122003,0.05391225001900996,1.1623203375352464,9.860382325982031e-06,0.00020334419840028638,0.0011885303491706173,0.9285502945735042,0.7988764066045146,36.74804562530517,1496,0.014395374700544207,0.10516310546726484,18.0,0.0,0.06614648212554929,0.0,False,0.19582037009453898,0.12967388796898968
BTC/USDT,S4,18.0,13151,0.19602919046194556,0.030258308345396,0.708409848168941,0.5542405008234882,-0.060612444176818325,0.49920950650210727,1.4041597822554218e-05,0.0009275855985213374,0.12858337768990952,1.0933548078178155,1.4041597822554218e-05,0.0009844615879455322,0.002184945933913893,2.1627172161218775,1.9780561631574667,113.19540846911124,3584,0.04168889517712723,0.2546574404988214,18.0,0.0,0.20375173524440024,0.0,False,0.3884127882088108,0.18466105296441052
BTC/USDT,S5,18.0,13151,0.18799806330879076,0.029103034937983496,0.8529347552656902,0.512835570698736,-0.05278992868089927,0.5512990008738866,1.3368208073782767e-05,0.0007334650811157328,0.08470838719489013,1.1439440782188068,1.3368208073782767e-05,0.0005662208606772028,0.0016813919571846522,1.3971497775498942,1.2213444731715772,23.7660165530118,2195,0.02162583633929514,0.1627252680404532,18.0,0.0,0.04277882979542125,0.0,False,0.21858413417373843,0.17580530437831718
BTC/USDT,S6,18.0,13151,0.3549391231317953,0.05188494664306731,1.2259846658748568,0.8858807406970781,-0.05404190354294547,0.9600873256034719,2.3499822959210056e-05,0.0008970189330216493,0.12181583149570376,1.1785365988896714,2.3499822959210056e-05,0.0009140690545030736,0.002062525570518978,2.0400423577205427,1.7309961859839713,44.15629479073394,3170,0.03687074354161204,0.2357995589688997,18.0,0.0,0.0794813306233211,0.0,False,0.38852750235989253,0.30904617173657145
BTC/USDT,IRCP,18.0,13151,0.22719095622484997,0.03468057579986006,0.8114253199204158,0.6294957374785989,-0.05796299516489478,0.598322700564382,1.599257031781873e-05,0.0009223415449167339,0.12683446125769904,1.1088078471337768,1.599257031781873e-05,0.0009687937886417326,0.002157534241038187,2.1432514196834704,1.9329331274338366,106.43895255854056,3513,0.04096450818456698,0.25047524903049195,18.0,0.0,0.191590114605373,0.0,False,0.4019084068550071,0.21031829224963414
BTC/USDT,C1,18.0,13151,-0.061918675978817395,-0.01058774607757329,-0.601856017015858,-0.1704920310087688,-0.07559653662471766,-0.1400559675125571,-4.790867162301683e-06,0.0003725148411675666,0.024256710516310547,0.8427619474386503,-4.790867162301683e-06,0.0,3.1226326743253285e-05,0.3376915307179966,0.400696224769426,49.92264574676831,760,0.006454707833933647,0.04516766785795757,18.0,0.0,0.08986076234418297,0.0,False,0.026856068292753527,-0.06300469405142943
BTC/USDT,C2,18.0,13151,0.07783519270854455,0.01256020562522786,0.534855650961736,0.2141377699647904,-0.05915149734634306,0.21233960573619146,5.8295544834974966e-06,0.0005100594924107866,0.038095962284236944,1.1340747730236214,5.8295544834974966e-06,0.0,4.520188514536625e-05,0.6484683181013586,0.5718038470888831,17.092257579008503,1004,0.010957333779606341,0.07383468937723367,18.0,0.0,0.030766063642215312,0.0,False,0.10743053465469092,0.07666447101247557
BTC/USDT,B0,30.0,13151,11.080092991970405,0.5142382025109298,0.9875591887247649,1.2396085884289256,-0.770455394948167,0.6674470785495967,0.00027443478144993183,0.013004632249167931,0.514865789673789,1.0694553897423218,0.00027443478144993183,0.019046937028572686,0.03138938703442018,55.57182392188686,51.962732111038804,1.0,1,1.0,1.0,30.0,0.0,0.003,0.0,False,3.612091810848054,3.609091810848054
BTC/USDT,S1,30.0,13151,0.11698056005555935,0.018593509668846764,0.5320446670401621,0.3305842204749571,-0.06912421387529621,0.2689869240667308,8.705234244701854e-06,0.0007656925558401343,0.0942894076496084,1.0818556312615148,8.705234244701854e-06,0.0006765839439591499,0.0018203801249371194,1.5130733690442937,1.3985908334922197,33.32452785925292,2474,0.024596521761927406,0.18264770739867692,30.0,0.0,0.09997358357775875,0.0,False,0.21445611912983287,0.11448253555207408
BTC/USDT,S2,30.0,13151,-0.035757884143538976,-0.006045386215881687,-0.39051936110367697,-0.08601038001846086,-0.06134586187123259,-0.09854594966113923,-2.715838538808459e-06,0.0003254493692136244,0.016348566648924038,0.8635850691890171,-2.715838538808459e-06,0.0,2.023954805756444e-05,0.22610280104878355,0.2618187936726536,8.9090518705564,444,0.004282746827128401,0.03170861531442476,30.0,0.0,0.026727155611669207,0.0,False,-0.008988837012200823,-0.03571599262387004
BTC/USDT,S3,30.0,13151,0.08683638837442031,0.013963496319296942,0.5140547616506026,0.2749044919116624,-0.05944428687825032,0.23490056071992269,6.507203499248992e-06,0.0005923891011003852,0.05368413048437381,1.102700324386202,6.507203499248992e-06,0.000279280675276957,0.0012317560884145175,0.9188378001131567,0.8332615668945332,36.74804562530517,1496,0.014395374700544207,0.10516310546726484,30.0,0.0,0.11024413687591549,0.0,False,0.19582037009453898,0.0855762332186235
BTC/USDT,S4,30.0,13151,0.04406819244014648,0.0072073042458551395,0.18651106585561894,0.1480911547413356,-0.09551526793692944,0.0754570908036845,3.7127642613852214e-06,0.0009315685719053343,0.1262261424986693,1.0234119517193245,3.7127642613852214e-06,0.0010137256194543386,0.0022171238074094775,2.1343666060595687,2.085540043258092,113.19540846911124,3584,0.04168889517712723,0.2546574404988214,30.0,0.0,0.3395862254073337,0.0,False,0.3884127882088108,0.04882656280147705
BTC/USDT,S5,30.0,13151,0.15458906630540792,0.02422617551361328,0.7139492042816893,0.4319099984957562,-0.05715586741332068,0.423861566799827,1.1199611019291538e-05,0.0007341041559001452,0.08440422781537525,1.1185344868460916,1.1199611019291538e-05,0.0005972992110932824,0.0016940711106531788,1.3898450092092802,1.2425589246945772,23.7660165530118,2195,0.02162583633929514,0.1627252680404532,30.0,0.0,0.0712980496590354,0.0,False,0.21858413417373843,0.14728608451470301
BTC/USDT,S6,30.0,13151,0.285006612961231,0.04264319164170738,1.015199469137226,0.7368971281771207,-0.05913571556887942,0.7211072231304605,1.9470657591642514e-05,0.000897534796715819,0.12052315413276557,1.1449323552849175,1.9470657591642514e-05,0.0009258848446193985,0.0020778704553934494,2.02280433521773,1.7667457172300391,44.15629479073394,3170,0.03687074354161204,0.2357995589688997,30.0,0.0,0.13246888437220183,0.0,False,0.38852750235989253,0.2560586179876907
BTC/USDT,IRCP,30.0,13151,0.07999609829757848,0.012897980285889066,0.3173776504972815,0.24970095563936323,-0.0869823471409964,0.14828273448383422,6.280248587893349e-06,0.0009260246580382927,0.12455326591133754,1.0406192566064554,6.280248587893349e-06,0.0009946429979894047,0.0021885755147400036,2.1159017591515594,2.033310209972174,106.43895255854056,3513,0.04096450818456698,0.25047524903049195,30.0,0.0,0.3193168576756217,0.0,False,0.4019084068550071,0.08259154917938544
BTC/USDT,C1,30.0,13151,-0.11649130288709009,-0.020413848763133458,-1.1566463756940992,-0.33767358682067933,-0.12257178136456637,-0.16654607231672974,-9.346199448524936e-06,0.0003781433790928525,0.02334423237776595,0.72605790725693,-9.346199448524936e-06,0.0,3.49329093070819e-05,0.32576641819260843,0.4486782871401599,49.92264574676831,760,0.006454707833933647,0.04516766785795757,30.0,0.0,0.14976793724030496,0.0,False,0.026856068292753527,-0.12291186894755143
BTC/USDT,C2,30.0,13151,0.05594784008000531,0.009106759072261994,0.3911747704568522,0.1578599234719426,-0.06644638796320668,0.13705423803179,4.269923345575653e-06,0.0005108240071777316,0.03786784274960079,1.0956277326959956,4.269923345575653e-06,0.0,4.6408922936361945e-05,0.643365863831453,0.5872121019137876,17.092257579008503,1004,0.010957333779606341,0.07383468937723367,30.0,0.0,0.05127677273702552,0.0,False,0.10743053465469092,0.05615376191766541
ETH/USDT,B0,12.0,13151,21.790841174000178,0.683077491291578,1.0550417090793316,1.3435452817953368,-0.8111880898051137,0.8420704148352154,0.00038250513680818923,0.016966399943536197,0.5125845943274275,1.0720907402819482,0.00038250513680818923,0.025584356872139613,0.04112260126034872,74.80801126588602,69.77768621172153,1.0,1,1.0,1.0,12.0,0.0,0.0012,0.0,False,5.031525054164495,5.030325054164496
ETH/USDT,S1,12.0,13151,0.28609433773575854,0.042790111857793134,1.1225940110258479,0.7794937796631582,-0.05148961142531083,0.8310435964323228,1.9461394184594266e-05,0.0008112847000038342,0.11223481104098548,1.1594599746484255,1.9461394184594266e-05,0.0008798599941242044,0.0020209143058166255,1.8609589673249518,1.6050221724033524,29.082751561127097,2902,0.021551160032760332,0.2126074062808912,12.0,0.0,0.034899301873352516,0.0,False,0.29083609679495176,0.2559367949215992
ETH/USDT,S2,12.0,13151,0.24799787513906568,0.037581520196967366,1.06719913786113,0.7230394033550526,-0.054272347419955236,0.6924616675627546,1.7127826216675063e-05,0.0007510672748860678,0.09352900920082123,1.1638627492849332,1.7127826216675063e-05,0.0007323111539708478,0.0017835285013634112,1.5998621239236643,1.3746140813481704,39.77298690739365,2589,0.018824337520291456,0.18424454414112995,12.0,0.0,0.047727584288872374,0.0,False,0.27297562686436616,0.22524804257549375
ETH/USDT,S3,12.0,13151,0.22939729723235147,0.03499012306254601,1.0762159012938366,0.6651432666183054,-0.054466314589740716,0.6424176727598301,1.5944234316772547e-05,0.0006933081748335275,0.0726180518591742,1.1899394917915098,1.5944234316772547e-05,0.0004604507078210811,0.001550311189752922,1.3136269580983704,1.1039443325984948,41.52568388910821,2067,0.01471445831440515,0.14386738651053152,12.0,0.0,0.049830820666929856,0.0,False,0.2595134461668056,0.20968262549987576
ETH/USDT,S4,12.0,13151,0.17526377371817947,0.02725780017533519,0.948823495369181,0.5067151357044997,-0.052235134947269946,0.521828845715652,1.2468811300602969e-05,0.0006149809733097662,0.056421564900007604,1.1934895058664274,1.2468811300602969e-05,0.00015871102089222785,0.0012607844070948182,1.0114513990174925,0.8474740616032629,31.13073840036379,1583,0.011222566502830362,0.11040985476389628,12.0,0.0,0.037356886080436545,0.0,False,0.20133422349466618,0.16397733741422965
ETH/USDT,S5,12.0,13151,0.17911767965125436,0.02781799338485902,0.8397116423347504,0.5120376658494258,-0.05027812859803604,0.5532821956691849,1.2782374912404623e-05,0.000712366411902002,0.0813626340202266,1.1384480034708004,1.2782374912404623e-05,0.0005460580395948054,0.0016913607173968605,1.382282569872571,1.2141815573995378,18.31456870932224,2144,0.01610090996724357,0.15846703672724508,12.0,0.0,0.021977482451186692,0.0,False,0.19007849492421988,0.1681010124730332
ETH/USDT,S6,12.0,13151,0.09889526475019195,0.01582837735289222,0.7183915207930494,0.26628329695169767,-0.050619790532017594,0.31269148265006336,7.283371766267971e-06,0.0004744531539866043,0.02950345981294198,1.2109080587100611,7.283371766267971e-06,0.0,3.5583225472962324e-05,0.5499323288096083,0.4541487067114182,9.358996689869183,797,0.0072693839460956375,0.0587027602463691,12.0,0.0,0.011230796027843019,0.0,False,0.1070144181260331,0.09578362209819008
ETH/USDT,IRCP,12.0,13151,0.16925212077855867,0.026380898255487617,0.922073015641392,0.4894174961955654,-0.052235134947269946,0.5050412578070004,1.2077620587392496e-05,0.0006129684578075419,0.0559653258307353,1.1882140531280088,1.2077620587392496e-05,0.00015563277003538805,0.0012569512158194266,1.0027272037993809,0.8438944154545822,30.397127044299527,1570,0.011135011969373249,0.10964945631510911,12.0,0.0,0.03647655245315943,0.0,False,0.19530934079795817,0.15883278834479872
ETH/USDT,C1,12.0,13151,-0.04196532298603095,-0.007113817019106183,-0.36189352722935364,-0.1118376618572349,-0.05118931050337172,-0.13897075286133445,-3.1755502122997357e-06,0.0004106390308051463,0.02585354725876359,0.908778339962818,-3.1755502122997357e-06,-0.0,3.573524464442664e-05,0.41604255829779585,0.45780421913974967,51.10761921884026,834,0.005574202273532011,0.04782906242871265,12.0,0.0,0.06132914306260831,0.0,False,0.019567482220654478,-0.041761660841953825
ETH/USDT,C2,12.0,13151,0.010969043731563488,0.0018183503880675467,0.09026127474805046,0.03313580926073766,-0.05068000698557473,0.035879047699916684,9.5118061869446e-07,0.0004931551663509233,0.03573872709299673,1.0208474280271655,9.5118061869446e-07,-0.0,4.7316845607470926e-05,0.6125338954647896,0.6000249191483388,14.809132829120227,980,0.007834426985218414,0.0707170557372063,12.0,0.0,0.01777095939494427,0.0,False,0.030279935711395124,0.012508976316450843
ETH/USDT,B0,18.0,13151,21.77715339758762,0.6829091189621497,1.0549155910598254,1.3433918642656513,-0.8111880898051139,0.841862852210043,0.00038245951290126197,0.0169664043864532,0.5125845943274275,1.072081521734473,0.00038245951290126197,0.025584356872139613,0.04112260126034872,74.80801126588602,69.77828621172154,1.0,1,1.0,1.0,18.0,0.0,0.0018,0.0,False,5.031525054164495,5.029725054164496
ETH/USDT,S1,18.0,13151,0.2638457824265741,0.03976414469452072,1.0458943069240003,0.7284358205147947,-0.05453403382112054,0.7291619912979997,1.8134525434181658e-05,0.000811410182314277,0.1118546118165919,1.1474720080081822,1.8134525434181658e-05,0.0008831908056292238,0.002025416891832453,1.855656037295787,1.6171688933108643,29.082751561127097,2902,0.021551160032760332,0.2126074062808912,18.0,0.0,0.05234895281002877,0.0,False,0.29083609679495176,0.238487143984923
ETH/USDT,S2,18.0,13151,0.21856431305287183,0.03346579701858099,0.9536529400492358,0.6497427834075304,-0.05719254013010888,0.5851426941774002,1.5313227163794205e-05,0.0007514471307222619,0.09314880997642765,1.1446026681037376,1.5313227163794205e-05,0.0007343056595686406,0.001790208448120034,1.5940573806846765,1.3926731302536193,39.77298690739365,2589,0.018824337520291456,0.18424454414112995,18.0,0.0,0.07159137643330857,0.0,False,0.27297562686436616,0.2013842504310576
ETH/USDT,S3,18.0,13151,0.19914092615375378,0.03070419246113465,0.9478020020907799,0.5896328277856836,-0.058990755215852064,0.5204915981967931,1.4049670379926308e-05,0.0006936982054768911,0.07223785263478062,1.1645001111841673,1.4049670379926308e-05,0.0004683459941729191,0.0015592437734062341,1.3079714114210481,1.123204196254637,41.52568388910821,2067,0.01471445831440515,0.14386738651053152,18.0,0.0,0.07474623100039478,0.0,False,0.2595134461668056,0.18476721516641087
ETH/USDT,S4,18.0,13151,0.15351218097809305,0.02406703084424633,0.8402376427053858,0.4516879308625375,-0.057048184913356836,0.42187198209370996,1.104850538924883e-05,0.0006153517715237977,0.05634552505512889,1.1685801519635008,1.104850538924883e-05,0.00021624757534867585,0.0012729413165010175,1.0071968858141278,0.8618979914401167,31.13073840036379,1583,0.011222566502830362,0.11040985476389628,18.0,0.0,0.05603532912065483,0.0,False,0.20133422349466618,0.14529889437401136
ETH/USDT,S5,18.0,13151,0.1662297808766522,0.025938618208987796,0.7846242114472515,0.47950934409660034,-0.05212499738240861,0.497623395905276,1.194679273419815e-05,0.0007125439900562738,0.08128659417534788,1.128581710932239,1.194679273419815e-05,0.000550843320458537,0.0016953633161569312,1.378998884112906,1.221886612865466,18.31456870932224,2144,0.01610090996724357,0.15846703672724508,18.0,0.0,0.03296622367678004,0.0,False,0.19007849492421988,0.15711227124743987
ETH/USDT,S6,18.0,13151,0.09274057699900462,0.014878710319941035,0.6760079953555831,0.2513563610819722,-0.052005599592929275,0.28609823627461756,6.8563777723571256e-06,0.00047464068622455095,0.029427419968063265,1.1967413052871176,6.8563777723571256e-06,0.0,3.5906342745897424e-05,0.5484767828929034,0.4583085588086348,9.358996689869183,797,0.0072693839460956375,0.0587027602463691,18.0,0.0,0.01684619404176453,0.0,False,0.1070144181260331,0.09016822408426856
ETH/USDT,IRCP,18.0,13151,0.1481165202924415,0.023267777711989623,0.8156257634693733,0.43571937443042014,-0.0570481849133565,0.4078618407812308,1.0690784892268194e-05,0.0006133956801586531,0.0559653258307353,1.1638515839410268,1.0690784892268194e-05,0.0002126459817503736,0.0012693710221846268,0.998654646396943,0.858060134278724,30.397127044299527,1570,0.011135011969373249,0.10964945631510911,18.0,0.0,0.05471482867973915,0.0,False,0.19530934079795817,0.14059451211821902
ETH/USDT,C1,18.0,13151,-0.07090434567465964,-0.012172321574747902,-0.6255088888482726,-0.19565641381763063,-0.07823205278113143,-0.15559251153491027,-5.507279474812408e-06,0.0004120270109661897,0.025397308189491295,0.8492400962156387,-5.507279474812408e-06,0.0,3.748207780016916e-05,0.4079815587915101,0.48040779116476806,51.10761921884026,834,0.005574202273532011,0.04782906242871265,18.0,0.0,0.09199371459391247,0.0,False,0.019567482220654478,-0.07242623237325799
ETH/USDT,C2,18.0,13151,0.002023223375535066,0.00033663812051876185,0.026124491598878766,0.009631679425317384,-0.0541343510951372,0.006218567576937326,2.7553012082569427e-07,0.0004935637923898138,0.03566268724811801,1.0059718449583768,2.7553012082569427e-07,0.0,4.7844452323434585e-05,0.610386840984776,0.6067633443657973,14.809132829120227,980,0.007834426985218414,0.0707170557372063,18.0,0.0,0.026656439092416405,0.0,False,0.030279935711395124,0.0036234966189787055
ETH/USDT,B0,30.0,13151,21.749777844762068,0.6825721211490241,1.0546630543355513,1.3430837477588173,-0.8111880898051138,0.8414474148813139,0.00038236826508740744,0.016966418112612635,0.5125845943274275,1.072063085115118,0.00038236826508740744,0.025584356872139613,0.04112260126034872,74.80801126588602,69.77948621172153,1.0,1,1.0,1.0,30.0,0.0,0.003,0.0,False,5.031525054164495,5.028525054164495
ETH/USDT,S1,30.0,13151,0.22049343856636439,0.033738071622785526,0.8923008586919218,0.6248728970220763,-0.060594046196915774,0.5567885582874772,1.5480787933356433e-05,0.0008119023676920164,0.11155045243707702,1.1239994952616448,1.5480787933356433e-05,0.000888465308661606,0.0020348835102261347,1.8454319615734334,1.641844119461863,29.082751561127097,2902,0.021551160032760332,0.2126074062808912,30.0,0.0,0.08724825468338128,0.0,False,0.29083609679495176,0.20358784211157047
ETH/USDT,S2,30.0,13151,0.1617583585438762,0.025282528433585805,0.7264982068378977,0.5000107407119144,-0.06769030470017934,0.3735029491382807,1.1684029058032485e-05,0.000752627597563094,0.09261653106227663,1.1075027399540365,1.1684029058032485e-05,0.0007449188635708432,0.0018043186312711036,1.5829845717181898,1.4293279055760049,39.77298690739365,2589,0.018824337520291456,0.18424454414112995,30.0,0.0,0.11931896072218096,0.0,False,0.27297562686436616,0.1536566661421852
ETH/USDT,S3,30.0,13151,0.1408384197838275,0.022184706628573414,0.6909142082202672,0.43486993766114507,-0.07103465541124176,0.312308217730335,1.0260542506233824e-05,0.0006949735202645543,0.07185765341038704,1.1160906513015052,1.0260542506233824e-05,0.000495123790358342,0.0015787830323137182,1.2972728357778607,1.1623364412783799,41.52568388910821,2067,0.01471445831440515,0.14386738651053152,30.0,0.0,0.12457705166732463,0.0,False,0.2595134461668056,0.13493639449948103
ETH/USDT,S4,30.0,13151,0.11120545878002086,0.017714612762084414,0.6230409356245148,0.33930607831544923,-0.06660193920425017,0.2659774320948596,8.207893566540556e-06,0.0006165058353213553,0.05581324614097787,1.1211019855617426,8.207893566540556e-06,0.0002960201099103277,0.001303199696475931,0.9992734575086819,0.891331449215107,31.13073840036379,1583,0.011222566502830362,0.11040985476389628,30.0,0.0,0.09339221520109137,0.0,False,0.20133422349466618,0.10794200829357485
ETH/USDT,S5,30.0,13151,0.14087317540295752,0.022189892360869212,0.6743696032564371,0.4137949353352465,-0.0558082672122272,0.3976094128937148,1.02756283777852e-05,0.0007130704843032514,0.08098243479583302,1.1092010728295154,1.02756283777852e-05,0.0005600194460525012,0.0017038666710635561,1.3726206970823873,1.2374859082861343,18.31456870932224,2144,0.01610090996724357,0.15846703672724508,30.0,0.0,0.05494370612796672,0.0,False,0.19007849492421988,0.13513478879625318
ETH/USDT,S6,30.0,13151,0.08053325377570109,0.012981856508979428,0.591127904207134,0.22096924437949272,-0.054771473478753885,0.23701857343704935,6.002389784535437e-06,0.00047518726277748626,0.02935138012318455,1.1691175252055777,6.002389784535437e-06,0.0,3.656567022889651e-05,0.5456982085282895,0.466760780471864,9.358996689869183,797,0.0072693839460956375,0.0587027602463691,30.0,0.0,0.028076990069607552,0.0,False,0.1070144181260331,0.07893742805642553
ETH/USDT,IRCP,30.0,13151,0.10698087240671805,0.017069270204794318,0.6027806228513464,0.3262211834634486,-0.06660193920424728,0.25628788603959735,7.917113502019587e-06,0.0006146524904778074,0.05543304691658429,1.117389833064883,7.917113502019587e-06,0.0002883730809329089,0.0012997351250172715,0.9910598433587865,0.8869418836937271,30.397127044299527,1570,0.011135011969373249,0.10964945631510911,30.0,0.0,0.0911913811328986,0.0,False,0.19530934079795817,0.10411795966505959
ETH/USDT,C1,30.0,13151,-0.12619282630159467,-0.022213354684158637,-1.143851687196156,-0.3663983406473108,-0.1300333513289159,-0.17082813337611014,-1.0170737999837754e-05,0.00041610679443002986,0.024560869895825413,0.7462264661724207,-1.0170737999837754e-05,0.0,4.108714513292363e-05,0.39331052232927805,0.5270658977651443,51.10761921884026,834,0.005574202273532011,0.04782906242871265,30.0,0.0,0.15332285765652076,0.0,False,0.019567482220654478,-0.1337553754358663
