event_index,entry_index,exit_index,timestamp,exit_time,label,gross_return,outcome,price_kijun_atr,price_cloud_atr,cloud_width_atr,tenkan_kijun_atr,kijun_slope_3_atr,atr_pct,volume_z_20,ret_1,ret_3,ret_12,bars_since_tk_cross,symbol
835,836,842,2020-05-19 08:00:00+00:00,2020-05-20 12:00:00+00:00,0,-0.02280573376281858,STOP,0.9081549140155243,0.5549398449107922,2.4889393198096283,0.7064301382094722,0.0,0.022806341792242217,1.9193558476145531,0.018590994977015773,0.0018543383813114378,0.024143884529430615,33.0,BTC/USDT
890,891,892,2020-05-28 12:00:00+00:00,2020-05-28 20:00:00+00:00,1,0.024734164249288648,PROFIT,2.401622616260376,2.0831988751533723,0.8972473416081762,0.6368474822140077,0.5802388171283133,0.016489442832859122,5.087553142742292,0.0322300910536204,0.038131692426958796,0.0841471436522796,2.0,ETH/USDT
911,912,916,2020-06-01 00:00:00+00:00,2020-06-01 20:00:00+00:00,1,0.02234120099710557,PROFIT,1.1215451283079814,0.5435064039534313,2.016943956939104,1.156077448709113,0.7318182081348019,0.014894679525640579,-0.28929710635939826,0.011379861075096365,0.007994725738396768,0.016986690335859977,24.0,BTC/USDT
911,912,916,2020-06-01 00:00:00+00:00,2020-06-01 20:00:00+00:00,1,0.036423989597471396,PROFIT,2.234215330949922,1.1602225888819426,1.7439986518125117,2.1479854841359587,0.1586629181376947,0.02428265973164751,0.025668759321110117,0.031178477350261247,0.021736339908433377,0.07224966322406834,23.0,ETH/USDT
916,917,920,2020-06-01 20:00:00+00:00,2020-06-02 12:00:00+00:00,0,-0.01735148840043721,STOP,1.9531474599625205,1.8805476747608836,2.0137155359652037,0.1451995704032634,2.428936598848607,0.01735478833637307,15.793856773951312,0.06563502874908078,0.07227311047153351,0.0518730175752653,29.0,BTC/USDT
925,926,937,2020-06-03 08:00:00+00:00,2020-06-05 08:00:00+00:00,0,0.014181438998957185,TIME,0.25634166966630373,0.15411953145581603,2.1073486954162783,0.2044442764209799,0.29329890425010335,0.026524426972414642,-0.18535501850448782,0.012330560364849363,0.008497749358461926,0.015546894857239701,37.0,ETH/USDT
1012,1013,1018,2020-06-17 20:00:00+00:00,2020-06-18 20:00:00+00:00,0,-0.014638890129713977,STOP,1.5546806984885309,0.0978283632431009,0.8683665559136569,1.1769715586635592,0.0,0.014638874663603528,-0.060793532424907336,0.01766616527772258,-0.0014210944431727324,0.004150213982147211,7.0,BTC/USDT
1039,1040,1041,2020-06-22 08:00:00+00:00,2020-06-22 16:00:00+00:00,1,0.015018076763561705,PROFIT,1.3665053044994777,1.1284952923172753,1.0853119297876395,0.4760200243643855,0.0,0.010012516882044057,0.8681118128645672,0.004289202675443304,0.017720870733719973,0.01431823518878117,2.0,BTC/USDT
1122,1123,1124,2020-07-06 04:00:00+00:00,2020-07-06 12:00:00+00:00,1,0.018746686286127634,PROFIT,1.4743607290616045,1.4588954067287851,1.1959849270709524,0.03093064466563886,0.24744515732501318,0.01249886455079101,5.791435109319736,0.02167997893443352,0.03383959499067424,0.029678446636295375,0.0,ETH/USDT
1173,1174,1177,2020-07-14 16:00:00+00:00,2020-07-15 08:00:00+00:00,0,-0.012080003428408315,STOP,0.1834482101767152,0.14230094808100155,0.9498159667093672,0.08229452419142728,0.13715754031904223,0.012078002268228005,-0.08988597150372474,0.005120093243974555,0.012835570469798663,0.012241133562505224,5.0,ETH/USDT
1212,1213,1214,2020-07-21 04:00:00+00:00,2020-07-21 12:00:00+00:00,1,0.009288875455217838,PROFIT,1.6275278025941438,1.449017204019145,0.5474064992961017,0.35702119714999797,1.2241345878487475,0.0061925769890493485,4.524620398990378,0.014645734644906927,0.017102957313577916,0.017532917230124623,14.0,BTC/USDT
1212,1213,1215,2020-07-21 04:00:00+00:00,2020-07-21 16:00:00+00:00,1,0.015139706199825964,PROFIT,1.9076165716060112,1.6617368846106093,0.016391979133023683,0.4917593739908037,0.545033306173151,0.010093137466550633,3.369589993078468,0.020040502911146785,0.0272348742352142,0.03056265984654738,8.0,ETH/USDT
1354,1355,1359,2020-08-13 20:00:00+00:00,2020-08-14 16:00:00+00:00,1,0.040713039230402925,PROFIT,2.245099269195026,2.012084520923335,0.3631905852949821,0.4660294965433772,1.4019937647408467,0.02714202615360193,7.5034405660363745,0.07814206262539058,0.0780873054165927,0.12015831134564658,1.0,ETH/USDT
1376,1377,1378,2020-08-17 12:00:00+00:00,2020-08-17 20:00:00+00:00,0,-0.015104187240848055,STOP,2.9787050770943035,2.424878168223065,0.9412019424268335,1.1076538177424775,1.265844392810311,0.015104539871099413,9.862403675771944,0.04306953349036191,0.048700221449068826,0.04805606484649405,17.0,BTC/USDT
1451,1452,1454,2020-08-30 00:00:00+00:00,2020-08-30 12:00:00+00:00,1,0.02939500183270738,PROFIT,1.9747258460565613,1.364476330451658,0.48801058320701457,1.2204990312098136,0.2684215732036032,0.019597635840257803,0.39800629110101066,0.01570299761695737,0.0060625636693418805,0.045225741500813266,5.0,ETH/USDT
1533,1534,1537,2020-09-12 16:00:00+00:00,2020-09-13 08:00:00+00:00,0,-0.02845538298369732,STOP,2.676723906804591,1.8632008218184202,0.9099034167840839,1.6270461699723464,0.3704476260099874,0.02845612271861255,0.934695165356596,0.030734190782422344,0.04413560978257913,0.05908427631397828,18.0,ETH/USDT
1542,1543,1543,2020-09-14 04:00:00+00:00,2020-09-14 08:00:00+00:00,0,-0.01203969938375049,STOP,0.5898347180322259,0.33191680832260134,1.2396313066890827,0.515835819419249,0.0,0.012039687806359525,0.1547886676346128,0.004945816349604781,0.008756383953904656,0.005349971674345921,23.0,BTC/USDT
1554,1555,1562,2020-09-16 04:00:00+00:00,2020-09-17 12:00:00+00:00,0,-0.01404347371715542,STOP,2.25499281874235,1.5921088179306426,1.8044378301961577,1.3257680016234143,0.03118072745403625,0.014044245655403742,0.6344968316353459,0.012624067551006979,0.012253138168437205,0.04963497613305479,6.0,BTC/USDT
1573,1574,1579,2020-09-19 08:00:00+00:00,2020-09-20 08:00:00+00:00,0,-0.021646650513828525,STOP,1.4502490128572063,0.889681179839707,0.8592187829469079,1.1211356660349987,0.0,0.021646650513828483,-0.640164571197344,0.02366519310691695,0.006035536824579246,0.009475827503393486,11.0,ETH/USDT
1622,1623,1625,2020-09-27 12:00:00+00:00,2020-09-28 00:00:00+00:00,1,0.016663757065181528,PROFIT,2.3095631804487726,0.8078114458252265,0.5434093987484075,1.916684671750277,0.0,0.011109171376787661,0.1519843755862848,0.012361274532875166,-0.0024468519274293277,0.010068926266082245,12.0,BTC/USDT
1622,1623,1629,2020-09-27 12:00:00+00:00,2020-09-28 16:00:00+00:00,1,0.033179504605604704,PROFIT,2.2713656654664054,0.5816679495946715,0.6538202034514965,2.0717550248404746,0.008899837480143433,0.022119669737069855,-0.6796882620440573,0.018328655707657848,-0.010683879583773925,0.0243719751094722,11.0,ETH/USDT
1625,1626,1630,2020-09-28 00:00:00+00:00,2020-09-28 20:00:00+00:00,0,-0.010861322672701013,STOP,2.890437469849941,1.9186269378556453,0.003341008400175548,1.9369390471882402,0.5458108153495846,0.01086139251953694,1.565702261542556,0.010292131702902774,0.012117357612679625,0.01684094887742571,15.0,BTC/USDT
1628,1629,1630,2020-09-28 12:00:00+00:00,2020-09-28 20:00:00+00:00,0,-0.01964579481631401,STOP,2.625211211025461,1.8496440307225055,0.3166434351236938,1.5511343606059105,1.166838032955796,0.01964633320477152,1.5111197332506732,0.019159870405541124,0.019131406228180436,0.035647386047567675,17.0,ETH/USDT
1636,1637,1638,2020-09-29 20:00:00+00:00,2020-09-30 04:00:00+00:00,0,-0.010451070021435527,STOP,0.6008173623568784,0.5496900732214007,2.072387403425558,0.10225457827095552,0.17026247862295812,0.01045116642925164,-0.14620646212655622,0.009591627093482824,0.007580686537310477,0.006147063600714597,26.0,BTC/USDT
1636,1637,1639,2020-09-29 20:00:00+00:00,2020-09-30 08:00:00+00:00,0,-0.01838807789201702,STOP,0.48218903562959436,0.27623838953388874,2.4007421186166167,0.4119012921914198,0.5607903831303491,0.018387566813946717,-1.310266461438338,0.009738437359676722,0.006067893294558591,0.006433746398500695,25.0,ETH/USDT
1645,1646,1646,2020-10-01 08:00:00+00:00,2020-10-01 12:00:00+00:00,0,-0.016007257910097383,STOP,1.6518419284113393,1.4687747880640607,3.060441869416819,0.3661342806945571,0.19069493786175132,0.01600552077583874,1.3009568630021422,0.012804660236858556,0.024344829502820797,0.03067501817571716,1.0,ETH/USDT
1688,1689,1693,2020-10-08 12:00:00+00:00,2020-10-09 08:00:00+00:00,1,0.013851403531498718,PROFIT,1.6592222261577356,1.6457812938333478,0.7637480602287343,0.02688186464875765,0.7062327952916742,0.009234269020999117,8.731249411195252,0.027417060069751864,0.024169627248632475,0.015086152691054622,0.0,BTC/USDT
1697,1698,1698,2020-10-10 00:00:00+00:00,2020-10-10 04:00:00+00:00,0,-0.010978748136972749,STOP,3.231923039862165,2.625378810729596,1.209098035705055,1.2130884582651376,1.5417396603135503,0.01097874813697272,4.3626303325679245,0.032787241281952983,0.029439195856612255,0.07266677945074163,9.0,BTC/USDT
1754,1755,1755,2020-10-19 12:00:00+00:00,2020-10-19 16:00:00+00:00,0,-0.009699786240877306,STOP,2.533692039817349,2.1692117030205145,0.48679650423629234,0.7289606735936682,0.8853069461885923,0.009699786240877308,5.220484552033951,0.028143243007754615,0.03357271928602912,0.04079015377233497,3.0,BTC/USDT
1754,1755,1755,2020-10-19 12:00:00+00:00,2020-10-19 16:00:00+00:00,0,-0.013109540996839475,STOP,2.180773123041107,1.101822444290714,0.7338853464680184,0.69013066456476,0.2147957111613649,0.013109882809500687,4.013816041852048,0.02070525615435792,0.028230563002680897,0.04307976828306437,4.0,ETH/USDT
1766,1767,1768,2020-10-21 12:00:00+00:00,2020-10-21 20:00:00+00:00,1,0.024214645335856932,PROFIT,2.1655013074492455,2.1311219983711234,0.28886522915061824,0.06875861815623559,0.6891668394509946,0.01614309689057126,6.148204480530793,0.03302844189050269,0.036827345362188346,0.021823586160143904,0.0,ETH/USDT
1793,1794,1796,2020-10-26 00:00:00+00:00,2020-10-26 12:00:00+00:00,0,-0.013404936945515589,STOP,0.5662607774333841,0.21342667513051816,4.298827699340649,0.7056682046057215,1.4543208406791719,0.013404732204498618,-0.1852681414184875,0.0050426630787261395,0.011884173548035282,0.009777339767762294,42.0,BTC/USDT
1801,1802,1803,2020-10-27 08:00:00+00:00,2020-10-27 16:00:00+00:00,1,0.02170336312559651,PROFIT,1.7536131048818555,1.695906150747698,3.428964686035927,0.11541390826831487,0.3776902162832356,0.014468908750397625,2.752607862082693,0.02322021700198862,0.03046308703750089,0.03845586651358546,0.0,BTC/USDT
1825,1826,1829,2020-10-31 08:00:00+00:00,2020-11-01 00:00:00+00:00,0,-0.019509550085072935,STOP,1.6399281879678589,1.4312601954405584,0.5173863123967622,0.41733598505460084,0.6683258911323731,0.019509550085072894,3.7495335608338842,0.026801432513217982,0.02801601758099137,0.06803064037401008,2.0,BTC/USDT
1871,1872,1875,2020-11-08 00:00:00+00:00,2020-11-08 16:00:00+00:00,1,0.03988522203285827,PROFIT,0.5403550075677975,0.15519711898991448,0.79995974690694,0.770315777155766,0.1515513381468932,0.02659016579914635,-0.5883492803426135,0.009387716539684066,-0.02480781279848432,-0.03065815191750354,24.0,BTC/USDT
1879,1880,1880,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,0,-0.023775535302698603,STOP,1.8561897115128625,1.6340239861368497,1.626105655802673,0.4443314507520255,0.491003021309936,0.0237755503482299,0.6704641831151841,0.032615926279759844,0.021149459454219866,0.01846100303236331,0.0,BTC/USDT
1889,1890,1901,2020-11-11 00:00:00+00:00,2020-11-13 00:00:00+00:00,0,0.0017921920884436116,TIME,1.4014794033118312,1.2547840429415182,2.3806916534673164,0.2933907207406211,0.0,0.026053336660734082,3.118853998900309,0.028378558422525346,0.0451345008124211,0.025418474891506504,0.0,ETH/USDT
1891,1892,1897,2020-11-11 08:00:00+00:00,2020-11-12 08:00:00+00:00,1,0.03142649854209578,PROFIT,1.4782980289636498,1.0429330228592575,1.8745733500556503,0.8707300122087849,0.0,0.0209509990280638,0.6533979936383256,0.011296379145885327,0.018125527465465918,-0.014422501912685348,12.0,BTC/USDT
1920,1921,1923,2020-11-16 04:00:00+00:00,2020-11-16 16:00:00+00:00,1,0.024688138736321363,PROFIT,1.0305754447487105,0.8939181993744738,2.1881905783409055,0.27331449074847336,0.0,0.016458759157547544,0.7216356101859079,0.014319807578171417,0.023993253986524188,0.009118652495493818,0.0,BTC/USDT
1969,1970,1974,2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,0,-0.021572939911215117,STOP,1.7252149362018696,1.4886774551313493,2.4687209137313904,0.4730749621410404,0.16302449612764797,0.021572939911215165,3.9412838999988584,0.03786903844227574,0.03794588414634159,0.0658084663195404,3.0,BTC/USDT
2006,2007,2012,2020-11-30 12:00:00+00:00,2020-12-01 12:00:00+00:00,0,-0.024019232783370814,STOP,2.7327690087275402,1.9353606941695154,0.7974083145580246,1.5948166291160493,0.8271142021084732,0.024019232783370915,6.222585017715716,0.037144877008969956,0.03834225894130627,0.10132077108917947,4.0,BTC/USDT
2101,2102,2102,2020-12-16 08:00:00+00:00,2020-12-16 12:00:00+00:00,1,0.021488730212163576,PROFIT,2.4015117621641138,1.704276996370287,1.915441849235229,1.3944695315876405,1.2364716143808236,0.014325820141442373,3.4232817016182366,0.01625930036923462,0.016130086691172663,0.033147985705343386,21.0,BTC/USDT
2102,2103,2104,2020-12-16 12:00:00+00:00,2020-12-16 20:00:00+00:00,1,0.02843978619377663,PROFIT,2.726488627997552,2.1460680139587787,1.4669971563617494,1.1608412280775564,1.5299292082868243,0.0189595517569798,10.797675637247899,0.044494593957358,0.06324252970118827,0.06231372683361314,22.0,ETH/USDT
2155,2156,2156,2020-12-25 08:00:00+00:00,2020-12-25 12:00:00+00:00,0,-0.023843361752616477,STOP,2.263727267802583,1.884667297344734,1.32114188528522,0.7581199409156985,0.3293873361624684,0.023843361752616397,1.7958356961781108,0.03909458930342824,0.03561856278340603,0.06548687760714644,14.0,BTC/USDT
2204,2205,2208,2021-01-02 12:00:00+00:00,2021-01-03 04:00:00+00:00,1,0.04113862549163416,PROFIT,1.4018768412031373,1.2913209759127935,2.499369186338646,0.22111173058069333,0.7076998844658917,0.02742646414034351,4.383090361070633,0.05307660682472237,0.052081764536754394,0.04406249999999989,49.0,ETH/USDT
2216,2217,2219,2021-01-04 12:00:00+00:00,2021-01-05 00:00:00+00:00,1,0.08798044259292026,PROFIT,1.661973383365543,1.43893976844457,0.9549215780335656,0.446067229841946,1.1242664690393471,0.05865306442350696,1.8961497217841699,0.06471130221130217,0.01821012130290489,0.35342191221061126,8.0,ETH/USDT
2284,2285,2292,2021-01-15 20:00:00+00:00,2021-01-17 04:00:00+00:00,0,-0.05070257848403692,STOP,0.7957448772894264,0.26049529041463215,0.0386539320511386,1.0704991737495884,0.0,0.05069596850372154,-0.2218090365388172,0.0433014947784125,-0.0358619828239507,-0.01683534298171474,8.0,BTC/USDT
2403,2404,2411,2021-02-04 16:00:00+00:00,2021-02-06 00:00:00+00:00,1,0.04523653216420609,PROFIT,1.7941125645788683,1.0552727415862908,2.0353656167159406,1.4776796459851549,0.1859727624458168,0.0301576881094707,-0.02803277928776677,0.02469489990627438,-0.009941495742982975,0.047680458855383856,10.0,BTC/USDT
2403,2404,2404,2021-02-04 16:00:00+00:00,2021-02-04 20:00:00+00:00,0,-0.0381505837015742,STOP,2.7020495924198715,1.7411208669486815,1.4603626989637464,1.921857450942376,0.0,0.038149891309296635,0.5121710059090091,0.045613835332219965,-0.0059176223666880245,0.09026930408342282,13.0,ETH/USDT
2424,2425,2426,2021-02-08 04:00:00+00:00,2021-02-08 12:00:00+00:00,1,0.04411607285501562,PROFIT,0.6158003144713655,0.46368797406035756,1.8795775964701709,0.304224680822016,0.1519759711447691,0.02941058791740143,-0.7113186094295935,0.03135539759103234,0.03206176084099854,-0.0022655486199896213,31.0,BTC/USDT
2426,2427,2428,2021-02-08 12:00:00+00:00,2021-02-08 20:00:00+00:00,1,0.049947492364186274,PROFIT,2.182688204476765,1.978418406207596,1.5752696563701531,0.40853959653833305,1.3614516344032441,0.03328835770737755,11.924899364471024,0.10890168906133146,0.14813139804906283,0.06978120251865105,0.0,BTC/USDT
2451,2452,2455,2021-02-12 16:00:00+00:00,2021-02-13 08:00:00+00:00,0,-0.030098021255102858,STOP,1.6920559489687852,1.29099942289419,1.7704980199025748,0.8021130521491951,0.826124088821677,0.030098021255102882,1.5309716543657086,0.028691525575311738,0.04076277512611126,0.0560455387934744,21.0,ETH/USDT
2483,2484,2493,2021-02-18 00:00:00+00:00,2021-02-19 16:00:00+00:00,1,0.04124345403556018,PROFIT,2.00916258883442,1.6808683621974312,0.32829422663698876,0.6565884532739775,0.6651405346937647,0.02750232104454248,2.2966443282555935,0.022763638722511637,0.0441445916114791,0.03841383095499462,8.0,ETH/USDT
2495,2496,2498,2021-02-20 00:00:00+00:00,2021-02-20 12:00:00+00:00,0,-0.023503736788765273,STOP,3.0794267756274403,2.199379764316292,1.6002100326631334,1.7600940226222974,0.7343913263252826,0.02349791594881818,4.663819817254776,0.03270076726342719,0.046126503308444367,0.067093377871976,20.0,ETH/USDT
2562,2563,2573,2021-03-03 04:00:00+00:00,2021-03-05 00:00:00+00:00,0,-0.04105383681632324,STOP,1.8398350629008302,0.27937314601481933,0.9293258672889328,1.2622720991941558,0.0,0.04105383681632333,-0.5215793429669434,0.028686452087451464,0.058408957301457454,0.08945289134335832,7.0,ETH/USDT
2596,2597,2598,2021-03-08 20:00:00+00:00,2021-03-09 04:00:00+00:00,1,0.037702450377417485,PROFIT,2.296922508912461,1.7320181111399218,1.728178234137438,1.1298087955450842,0.21094635877113546,0.025134971717301804,0.723012059824081,0.02074318827880739,0.037197391835763094,0.07145689023816448,6.0,BTC/USDT
2633,2634,2634,2021-03-15 00:00:00+00:00,2021-03-15 04:00:00+00:00,0,-0.023882151256483852,STOP,1.6099677344787635,0.8414799504871179,3.265991164719074,1.5369755679832913,0.0833700846143744,0.02388215125648387,0.051955641077044826,0.023939638086965642,0.011707695179357769,0.06500951065291893,43.0,BTC/USDT
2718,2719,2719,2021-03-29 04:00:00+00:00,2021-03-29 08:00:00+00:00,1,0.028396760844459745,PROFIT,1.9590392463009232,0.19030932635531805,0.900869799758501,1.7357202403742082,0.06648428420719714,0.018931173896306483,-0.9322867725639438,0.004787397118128478,0.017438493638920027,0.00719832630048578,13.0,ETH/USDT
2719,2720,2730,2021-03-29 08:00:00+00:00,2021-03-31 04:00:00+00:00,1,0.033547062951755136,PROFIT,2.67838638786686,1.854460714952041,0.42524448089824574,1.647851345829638,0.6374725614017851,0.02236463905201499,3.3369411525602786,0.034739060441239866,0.03723159266537501,0.06266070739448248,11.0,BTC/USDT
2789,2790,2790,2021-04-10 00:00:00+00:00,2021-04-10 04:00:00+00:00,1,0.024362138740399608,PROFIT,1.8143780181893627,1.367621034075761,0.0804467673988608,0.8935139682272033,0.0,0.016241425826933113,0.5643936036336292,0.01869474570598384,0.016990041208791107,0.04755660620629909,3.0,BTC/USDT
2789,2790,2794,2021-04-10 00:00:00+00:00,2021-04-10 20:00:00+00:00,0,-0.02352335807266459,STOP,1.8821061307629023,1.3209831685631592,1.0070675315225963,1.1222459243994862,0.17752538867686585,0.023523358072664667,1.5418413891919196,0.03751082554780916,0.03984017379160543,0.073746194520109,3.0,ETH/USDT
2807,2808,2809,2021-04-13 00:00:00+00:00,2021-04-13 08:00:00+00:00,1,0.029814651177845652,PROFIT,0.930347078656921,0.588661678002827,1.6581945400808875,0.6833708013081775,0.7045335520037929,0.01987661787462834,0.1993913570994754,0.012003611374895362,0.019611262454400702,0.008709964703194295,21.0,ETH/USDT
2809,2810,2811,2021-04-13 08:00:00+00:00,2021-04-13 16:00:00+00:00,1,0.029996108638171926,PROFIT,2.0275961695340867,1.7223407081529376,1.6238603498605741,0.6105109227622983,0.34636372028108,0.019997316050927083,5.873593807036555,0.03019169624371476,0.04279385692032056,0.03820430898776994,23.0,ETH/USDT
2894,2895,2898,2021-04-27 12:00:00+00:00,2021-04-28 04:00:00+00:00,0,-0.03743208831165612,STOP,2.753856561775579,1.9822781391040412,1.0324077935730165,1.5431568453430753,0.611945831730393,0.03743208831165616,1.0821844552425899,0.03510319897384084,0.06812639381347374,0.13726570407287353,3.0,ETH/USDT
2912,2913,2924,2021-04-30 12:00:00+00:00,2021-05-02 12:00:00+00:00,0,-0.010228217708798892,TIME,1.7916729016788469,1.7812910076418091,1.9943369754801445,0.020763788074075213,2.292089844934217,0.023558154845978434,7.293647606523404,0.054386792113608085,0.06522155858628587,0.0523006492309086,0.0,BTC/USDT
2915,2916,2921,2021-05-01 00:00:00+00:00,2021-05-02 00:00:00+00:00,1,0.04066058691941277,PROFIT,2.597481540638833,1.782073232694031,2.91402889333262,1.6308166158896045,0.42420723845191527,0.027106389581579,0.259441749761654,0.024018727321257316,0.03747542445349117,0.053768349943395854,24.0,ETH/USDT
3108,3109,3115,2021-06-02 04:00:00+00:00,2021-06-03 08:00:00+00:00,1,0.05072394277465664,PROFIT,1.2577924405857062,0.08739663031241181,0.7161319613540084,0.9085276978385719,0.0,0.03381595276434349,-0.2377358791590567,0.02049797120506769,0.034639864990894775,0.038209860650591176,5.0,BTC/USDT
3125,3126,3127,2021-06-05 00:00:00+00:00,2021-06-05 08:00:00+00:00,0,-0.03930945857531987,STOP,0.5017641358883672,0.4757250775379168,1.606386576733915,0.05207811670090503,0.45447481152777497,0.0393098854916395,-0.38606537711151157,0.027075563950310633,0.039247406894631576,0.013401570181231115,24.0,ETH/USDT
