symbol,period,strategy,kill_switch_activations,n,total_return,annualized_return,sharpe,sortino,max_drawdown,calmar,mean_period_return,period_volatility,win_rate_periods,profit_factor_periods,expectancy_period,var_95_loss,cvar_95_loss,gross_positive_returns,gross_negative_returns,turnover_sum,trade_events,avg_abs_position,exposure_fraction,fee_bps,slippage_bps,total_explicit_cost,total_funding_drag,funding_available,gross_strategy_return_sum,net_strategy_return_sum
ETH/USDT,development,S4,1,8765,0.17526377371817947,0.041175248511511775,1.162318825517215,0.7602750427438533,-0.052235134947269946,0.7882672946681798,1.8708195940014787e-05,0.0007532318841654849,0.08465487735310896,1.1934895058664274,1.8708195940014787e-05,0.0005994031604918426,0.001713811665300334,1.0114513990174925,0.8474740616032629,31.13073840036379,1583,0.016838331098542166,0.1656588705077011,10.0,2.0,0.037356886080436545,0.0,False,0.20133422349466618,0.16397733741422962
ETH/USDT,development,IRCP,1,8765,0.16925212077855867,0.039842004975956025,1.1295427444593045,0.7343216762655885,-0.052235134947269946,0.7627434104683662,1.81212536616998e-05,0.0007507712386285774,0.08397033656588705,1.1882140531280088,1.81212536616998e-05,0.0005904151485483082,0.0017119504177229565,1.0027272037993809,0.8438944154545822,30.39712704429953,1570,0.016706964336477764,0.16451796919566458,10.0,2.0,0.036476552453159436,0.0,False,0.1953093407979582,0.15883278834479875
ETH/USDT,development,S5,1,8765,0.17911767965125436,0.042027265650964374,1.0286327107430238,0.7682609633298114,-0.05027812859803604,0.8358955836833998,1.9178666568514908e-05,0.0008725295322786765,0.12207644038790645,1.1384480034708004,1.9178666568514908e-05,0.000988883177829604,0.0021531448717148484,1.382282569872571,1.2141815573995378,18.314568709322245,2144,0.02415779429312267,0.23776383342840846,10.0,2.0,0.021977482451186692,0.0,False,0.19007849492421988,0.16810101247303316
ETH/USDT,development,S6,1,8765,0.09889526475019195,0.023842691725834086,0.8799985832573565,0.39953127646454956,-0.050619790532017594,0.47101521905258203,1.0927966012343421e-05,0.000581138194895024,0.04426697090701654,1.2109080587100611,1.0927966012343421e-05,0.0,5.421376467845508e-05,0.5499323288096083,0.4541487067114182,9.358996689869183,797,0.010906978696532085,0.08807758128921848,10.0,2.0,0.01123079602784302,0.0,False,0.10701441812603307,0.09578362209819008
ETH/USDT,development,C2,1,8765,0.010969043731563488,0.002729492521775345,0.1105597460148682,0.04971694553199785,-0.05068000698557473,0.053857382508890585,1.4271507491672386e-06,0.0006040805809276995,0.05362236166571591,1.0208474280271655,1.4271507491672386e-06,0.00014660781710335878,0.001353536940766742,0.6125338954647896,0.6000249191483388,14.809132829120228,980,0.01175476888563689,0.10610382201939532,10.0,2.0,0.01777095939494427,0.0,False,0.030279935711395124,0.012508976316450846
ETH/USDT,development,C1,1,8765,-0.04196532298603095,-0.01065454601009963,-0.44328443226065994,-0.16780115129315418,-0.05118931050337172,-0.20814005708082042,-4.764593364740882e-06,0.0005029970285489459,0.0387906446092413,0.908778339962818,-4.764593364740882e-06,9.665388111064096e-05,0.0010349917336781524,0.41604255829779585,0.45780421913974967,51.107619218840256,834,0.008363529275438616,0.07176269252709641,10.0,2.0,0.06132914306260831,0.0,False,0.019567482220654478,-0.04176166084195383
ETH/USDT,validation,S3,0,2196,0.06267593885440292,0.062499450013466795,1.2364688274401237,1.207936523918896,-0.04391734516775847,1.4231153949476485,2.8252975695448084e-05,0.001069308653556757,0.17304189435336975,1.1451673058940144,2.8252975695448084e-05,0.0013466369862340914,0.0023383047258572604,0.4894368395115798,0.4273933048843758,26.58802681420682,843,0.05057766264484093,0.3469945355191257,10.0,2.0,0.031905632177048185,0.0,False,0.09394916680425218,0.062043534627203994
ETH/USDT,validation,IRCP,0,2196,0.048635249198745845,0.0484991945763007,1.0566468967824691,0.9320768199869442,-0.03482167350677734,1.3927875857793366,2.21036085273449e-05,0.0009789383802266632,0.13570127504553733,1.141381093255368,2.21036085273449e-05,0.0011490217593096166,0.002107063621440581,0.3918635375190682,0.3433240131930188,19.565543313872013,671,0.04123949408753269,0.279143897996357,10.0,2.0,0.023478651976646416,0.0,False,0.07201817630269582,0.0485395243260494
ETH/USDT,validation,S5,0,2196,0.05574287265519828,0.05558641316457402,1.032897409274671,1.0337351503796701,-0.04623222170215957,1.202330563360694,2.536062914080054e-05,0.0011490128681678072,0.20127504553734063,1.1102379157096582,2.536062914080054e-05,0.0015330382735509681,0.002579983239231296,0.5608896427169929,0.5051977011237949,11.78812043173138,920,0.06018487681726064,0.40664845173041897,10.0,2.0,0.014145744518077659,0.0,False,0.06983768611127564,0.055691941593197986
ETH/USDT,validation,S1,0,2196,0.06169141253402133,0.06151777547589643,1.0199709079131491,1.1570730255805632,-0.04329983699124751,1.4207391932752873,2.8089603842844333e-05,0.0012887832614130199,0.27641165755919855,1.0908020775510214,2.8089603842844333e-05,0.0017662215715565442,0.002926041899348412,0.7410169142205612,0.6793321441816751,19.800335999703954,1252,0.07922608002496068,0.5469034608378871,10.0,2.0,0.023760403199644745,0.0,False,0.0854451732385309,0.06168477003888616
ETH/USDT,validation,S4,0,2196,0.04549020167707929,0.04536313415622151,0.98286299021936,0.8648444250659649,-0.03853862341477465,1.1770823692376755,2.0744421722538106e-05,0.0009877121775803018,0.13797814207650272,1.129373136134954,2.0744421722538106e-05,0.0011869769505683265,0.002144277929069548,0.3976738334274867,0.352119083324793,20.28931110407094,683,0.04176510449155322,0.28324225865209474,10.0,2.0,0.024347173324885125,0.0,False,0.06990192342757881,0.04555475010269368
ETH/USDT,validation,B0,0,2196,0.4738292433716442,0.4722681984831951,0.9295698830505693,1.2101950154330048,-0.4532178704979336,1.0420334881418767,0.0002682770650953311,0.013505900918933651,0.5077413479052824,1.0611418539940982,0.0002682770650953311,0.019668947835319667,0.031207094267315078,10.224703505032192,9.635567070082846,1.0,1,1.0,1.0,10.0,2.0,0.0012,0.0,False,0.5903364349493471,0.5891364349493471
ETH/USDT,validation,S6,1,2196,0.030924149943806212,0.030838368137261707,0.8293111602326804,0.4901629771008034,-0.05042395001180189,0.6115817608506253,1.4189447768875545e-05,0.0008007003923604689,0.10200364298724955,1.1219678543938647,1.4189447768875545e-05,0.0008083824880326,0.0019738882960685217,0.28663740250971836,0.25547737520926767,5.822598356532441,448,0.028901691747738694,0.19808743169398907,10.0,2.0,0.006987118027838929,0.0,False,0.03814714532828961,0.0311600273004507
ETH/USDT,validation,S2,1,2196,0.03262742877362923,0.032536848027985066,0.6902813386003326,0.6005834545499665,-0.05296444380330689,0.6143149194356987,1.5146472458210867e-05,0.0010268509855831814,0.14116575591985428,1.08744812759869,1.5146472458210867e-05,0.001253228440100397,0.0023425400151908617,0.41362032364176826,0.38035867012353713,18.35056979002902,689,0.04274119600799034,0.29098360655737704,10.0,2.0,0.022020683748034828,0.0,False,0.055282337266265885,0.033261653518231064
ETH/USDT,validation,C2,1,2196,-0.02313897081145011,-0.023076484726186952,-0.7610217990078652,-0.4678613419875387,-0.050686632398136644,-0.45527752849951214,-1.045428083300208e-05,0.00064286402444667,0.057832422586520944,0.8806797719225785,-1.045428083300208e-05,0.0004254713206656578,0.0016012450878745636,0.1694456579768945,0.1924032586861671,7.39925305010814,313,0.021747348467545304,0.1343351548269581,10.0,2.0,0.00887910366012977,0.0,False,-0.014078497049142803,-0.022957600709272566
ETH/USDT,validation,C1,0,2196,-0.03472417451818954,-0.03463096185284109,-1.4924861758043075,-0.6191282106034065,-0.03811281462394844,-0.9086435151677434,-1.596806347986947e-05,0.0005006843199609467,0.03961748633879782,0.7348977074207773,-1.596806347986947e-05,0.00015534568226807652,0.0011710864377286916,0.09720710187595943,0.13227296927775278,16.346006992598493,229,0.011649789902436458,0.07969034608378871,10.0,2.0,0.019615208391118192,0.0,False,-0.015450659010675164,-0.035065867401793356
ETH/USDT,final_test,S6,0,2190,0.050627121330494296,0.050627121330494296,1.2072448548766304,0.8547740209251639,-0.032397178882195954,1.5627015399886164,2.29468141082414e-05,0.0008895064297280698,0.11598173515981736,1.169057954208782,2.29468141082414e-05,0.0009625022811176113,0.002131608074938753,0.34750971017461924,0.2972561872775706,5.896979329418942,513,0.029518041790968452,0.2273972602739726,10.0,2.0,0.00707637519530273,0.0,False,0.057329898092351395,0.050253522897048666
